zipcode,year,mobility
98391,2011,0.09300000000000001
98391,2012,0.08
98391,2013,0.07
98391,2014,0.069
98391,2015,0.073
98391,2016,0.064
98391,2017,0.07
98391,2018,0.07400000000000001
98391,2019,0.073
98391,2020,0.086
98391,2021,0.076
98391,2022,0.0783
